account_id,signup_ts_utc,signup_month,initial_plan_tier,region,acquisition_channel
acct_001065,2024-05-16T10:07:00+00:00,2024-05-01,free,APAC,partner
acct_001066,2024-09-14T16:13:00+00:00,2024-09-01,free,EU,organic
acct_001067,2024-02-19T19:40:00+00:00,2024-02-01,free,NA,direct
acct_001068,2024-05-14T17:54:00+00:00,2024-05-01,free,APAC,partner
acct_001069,2024-09-19T17:22:00+00:00,2024-09-01,free,EU,direct
acct_001070,2024-09-24T18:31:00+00:00,2024-09-01,free,LATAM,paid_search
acct_001071,2024-04-23T12:12:00+00:00,2024-04-01,free,NA,organic
acct_001072,2024-01-15T18:50:00+00:00,2024-01-01,free,NA,paid_search
acct_001073,2024-07-14T08:21:00+00:00,2024-07-01,free,APAC,paid_search
acct_001074,2024-01-21T11:44:00+00:00,2024-01-01,free,APAC,partner
acct_001075,2024-02-10T12:32:00+00:00,2024-02-01,free,APAC,organic
acct_001076,2024-02-22T13:21:00+00:00,2024-02-01,free,LATAM,organic
acct_001077,2024-03-07T13:53:00+00:00,2024-03-01,free,APAC,direct
acct_001078,2024-08-02T18:08:00+00:00,2024-08-01,free,LATAM,paid_search
acct_001079,2024-08-18T13:29:00+00:00,2024-08-01,free,LATAM,organic
acct_001080,2024-09-10T17:46:00+00:00,2024-09-01,free,APAC,organic
acct_001081,2024-04-19T18:21:00+00:00,2024-04-01,free,APAC,organic
acct_001082,2024-03-09T08:21:00+00:00,2024-03-01,free,LATAM,paid_search
acct_001083,2024-07-06T17:07:00+00:00,2024-07-01,free,APAC,partner
acct_001084,2024-01-09T14:05:00+00:00,2024-01-01,free,LATAM,paid_search
acct_001085,2024-06-15T12:13:00+00:00,2024-06-01,free,APAC,paid_search
acct_001086,2024-02-12T20:02:00+00:00,2024-02-01,free,EU,organic
acct_001087,2024-08-17T08:51:00+00:00,2024-08-01,free,LATAM,paid_search
acct_001088,2024-04-11T15:46:00+00:00,2024-04-01,free,APAC,partner
acct_001089,2024-03-25T09:52:00+00:00,2024-03-01,free,EU,paid_search
acct_001090,2024-01-15T14:45:00+00:00,2024-01-01,free,NA,organic
acct_001091,2024-05-02T18:54:00+00:00,2024-05-01,free,NA,partner
acct_001092,2024-08-02T09:33:00+00:00,2024-08-01,free,APAC,organic
acct_001093,2024-05-21T11:20:00+00:00,2024-05-01,free,EU,paid_search
acct_001094,2024-05-09T16:20:00+00:00,2024-05-01,free,LATAM,organic
acct_001095,2024-05-05T10:17:00+00:00,2024-05-01,free,NA,organic
acct_001096,2024-09-17T09:13:00+00:00,2024-09-01,free,APAC,partner
acct_001097,2024-05-05T19:51:00+00:00,2024-05-01,free,APAC,paid_search
acct_001098,2024-03-03T12:39:00+00:00,2024-03-01,free,APAC,direct
acct_001099,2024-01-05T08:30:00+00:00,2024-01-01,free,NA,organic
acct_001100,2024-07-02T09:27:00+00:00,2024-07-01,free,LATAM,paid_search
acct_001101,2024-08-20T13:19:00+00:00,2024-08-01,free,APAC,paid_search
acct_001102,2024-09-03T20:48:00+00:00,2024-09-01,free,LATAM,paid_search
acct_001103,2024-02-23T15:06:00+00:00,2024-02-01,free,LATAM,partner
acct_001104,2024-08-16T11:14:00+00:00,2024-08-01,free,EU,partner
acct_001105,2024-06-13T10:44:00+00:00,2024-06-01,free,APAC,partner
acct_001106,2024-08-16T08:04:00+00:00,2024-08-01,free,LATAM,organic
acct_001107,2024-06-16T15:54:00+00:00,2024-06-01,free,EU,partner
acct_001108,2024-06-20T17:08:00+00:00,2024-06-01,free,NA,direct
acct_001109,2024-02-11T16:41:00+00:00,2024-02-01,free,NA,partner
acct_001110,2024-09-15T14:37:00+00:00,2024-09-01,free,LATAM,paid_search
acct_001111,2024-04-18T10:30:00+00:00,2024-04-01,free,LATAM,organic
acct_001112,2024-06-07T19:37:00+00:00,2024-06-01,free,LATAM,direct
acct_001113,2024-06-18T19:15:00+00:00,2024-06-01,free,EU,organic
acct_001114,2024-08-04T17:38:00+00:00,2024-08-01,free,LATAM,partner
acct_001115,2024-09-04T15:11:00+00:00,2024-09-01,free,APAC,direct
acct_001116,2024-02-20T09:43:00+00:00,2024-02-01,free,LATAM,partner
acct_001117,2024-08-21T18:03:00+00:00,2024-08-01,free,NA,paid_search
acct_001118,2024-03-19T20:40:00+00:00,2024-03-01,free,NA,paid_search
acct_001119,2024-03-15T16:18:00+00:00,2024-03-01,free,LATAM,direct
acct_001120,2024-04-07T18:56:00+00:00,2024-04-01,free,APAC,partner
acct_001121,2024-05-14T19:58:00+00:00,2024-05-01,free,APAC,organic
acct_001122,2024-01-20T16:25:00+00:00,2024-01-01,free,EU,partner
acct_001123,2024-01-12T16:03:00+00:00,2024-01-01,free,NA,partner
acct_001124,2024-02-10T08:15:00+00:00,2024-02-01,free,LATAM,direct
acct_001125,2024-06-23T14:25:00+00:00,2024-06-01,free,LATAM,direct
acct_001126,2024-09-07T18:11:00+00:00,2024-09-01,free,LATAM,paid_search
acct_001127,2024-04-18T14:53:00+00:00,2024-04-01,free,APAC,direct
acct_001128,2024-03-10T18:08:00+00:00,2024-03-01,free,EU,organic
acct_001129,2024-02-21T08:09:00+00:00,2024-02-01,free,LATAM,direct
acct_001130,2024-03-03T10:41:00+00:00,2024-03-01,free,LATAM,direct
acct_001131,2024-07-20T10:29:00+00:00,2024-07-01,free,LATAM,direct
acct_001132,2024-07-12T11:11:00+00:00,2024-07-01,free,LATAM,organic
acct_001133,2024-08-24T11:45:00+00:00,2024-08-01,free,APAC,direct
acct_001134,2024-09-19T13:02:00+00:00,2024-09-01,free,NA,direct
acct_001135,2024-06-04T17:30:00+00:00,2024-06-01,free,NA,paid_search
acct_001136,2024-09-25T20:17:00+00:00,2024-09-01,free,LATAM,organic
acct_001137,2024-09-20T09:15:00+00:00,2024-09-01,free,LATAM,organic
acct_001138,2024-09-19T12:39:00+00:00,2024-09-01,free,NA,partner
acct_001139,2024-09-25T08:30:00+00:00,2024-09-01,free,LATAM,direct
acct_001140,2024-06-14T13:51:00+00:00,2024-06-01,free,APAC,partner
acct_001141,2024-03-02T19:59:00+00:00,2024-03-01,free,APAC,partner
acct_001142,2024-01-21T15:37:00+00:00,2024-01-01,free,EU,organic
acct_001143,2024-05-24T17:01:00+00:00,2024-05-01,free,APAC,direct
acct_001144,2024-02-05T16:04:00+00:00,2024-02-01,free,APAC,partner
acct_001145,2024-03-20T12:17:00+00:00,2024-03-01,free,APAC,organic
acct_001146,2024-02-20T10:58:00+00:00,2024-02-01,free,EU,direct
acct_001147,2024-06-06T12:50:00+00:00,2024-06-01,free,EU,direct
acct_001148,2024-03-17T08:21:00+00:00,2024-03-01,free,NA,paid_search
acct_001149,2024-03-16T20:26:00+00:00,2024-03-01,free,LATAM,paid_search
acct_001150,2024-08-24T18:10:00+00:00,2024-08-01,free,EU,partner
acct_001151,2024-01-21T12:48:00+00:00,2024-01-01,free,NA,organic
acct_001152,2024-03-15T14:30:00+00:00,2024-03-01,free,APAC,direct
acct_001153,2024-09-08T14:43:00+00:00,2024-09-01,free,LATAM,direct
acct_001154,2024-05-05T16:55:00+00:00,2024-05-01,free,LATAM,organic
acct_001155,2024-05-15T14:43:00+00:00,2024-05-01,free,APAC,organic
acct_001156,2024-02-18T18:22:00+00:00,2024-02-01,free,LATAM,partner
acct_001157,2024-06-09T12:51:00+00:00,2024-06-01,free,NA,partner
acct_001158,2024-07-15T20:43:00+00:00,2024-07-01,free,EU,paid_search
acct_001159,2024-09-11T18:44:00+00:00,2024-09-01,free,EU,partner
acct_001160,2024-09-01T18:00:00+00:00,2024-09-01,free,NA,organic
acct_001161,2024-07-04T16:06:00+00:00,2024-07-01,free,LATAM,partner
acct_001162,2024-04-24T12:16:00+00:00,2024-04-01,free,EU,organic
acct_001163,2024-01-20T09:03:00+00:00,2024-01-01,free,EU,organic
acct_001164,2024-02-03T17:08:00+00:00,2024-02-01,free,LATAM,paid_search
acct_001165,2024-02-23T10:16:00+00:00,2024-02-01,free,APAC,direct
acct_001166,2024-02-21T15:59:00+00:00,2024-02-01,free,APAC,direct
acct_001167,2024-06-09T10:49:00+00:00,2024-06-01,free,NA,partner
acct_001168,2024-01-13T14:21:00+00:00,2024-01-01,free,NA,partner
acct_001169,2024-05-06T15:04:00+00:00,2024-05-01,free,LATAM,paid_search
acct_001170,2024-07-06T18:31:00+00:00,2024-07-01,free,NA,paid_search
acct_001171,2024-09-25T14:13:00+00:00,2024-09-01,free,NA,direct
acct_001172,2024-05-04T08:04:00+00:00,2024-05-01,free,NA,partner
acct_001173,2024-08-01T15:09:00+00:00,2024-08-01,free,NA,organic
acct_001174,2024-07-09T10:44:00+00:00,2024-07-01,free,APAC,direct
acct_001175,2024-01-17T19:49:00+00:00,2024-01-01,free,LATAM,direct
acct_001176,2024-07-13T19:49:00+00:00,2024-07-01,free,NA,paid_search
acct_001177,2024-01-13T19:52:00+00:00,2024-01-01,free,LATAM,organic
acct_001178,2024-09-12T13:43:00+00:00,2024-09-01,free,APAC,direct
acct_001179,2024-01-21T18:05:00+00:00,2024-01-01,free,APAC,partner
acct_001180,2024-02-15T20:49:00+00:00,2024-02-01,free,APAC,paid_search
acct_001181,2024-03-18T08:24:00+00:00,2024-03-01,free,EU,partner
acct_001182,2024-07-04T18:44:00+00:00,2024-07-01,free,APAC,direct
acct_001183,2024-02-21T15:47:00+00:00,2024-02-01,free,EU,paid_search
acct_001184,2024-01-07T08:46:00+00:00,2024-01-01,free,EU,direct
acct_001185,2024-07-03T20:34:00+00:00,2024-07-01,free,APAC,direct
acct_001186,2024-09-15T08:02:00+00:00,2024-09-01,free,APAC,organic
acct_001187,2024-06-24T08:25:00+00:00,2024-06-01,free,NA,paid_search
acct_001188,2024-09-15T18:55:00+00:00,2024-09-01,free,EU,paid_search
acct_001189,2024-02-02T19:09:00+00:00,2024-02-01,free,LATAM,organic
acct_001190,2024-08-20T08:15:00+00:00,2024-08-01,free,EU,organic
acct_001191,2024-03-21T08:57:00+00:00,2024-03-01,free,APAC,organic
acct_001192,2024-08-20T10:53:00+00:00,2024-08-01,free,NA,organic
acct_001193,2024-02-16T17:51:00+00:00,2024-02-01,free,EU,organic
acct_001194,2024-04-14T13:51:00+00:00,2024-04-01,free,LATAM,partner
acct_001195,2024-02-22T17:34:00+00:00,2024-02-01,free,EU,partner
acct_001196,2024-04-25T08:37:00+00:00,2024-04-01,free,EU,partner
acct_001197,2024-02-04T12:09:00+00:00,2024-02-01,free,LATAM,paid_search
acct_001198,2024-06-18T10:28:00+00:00,2024-06-01,free,EU,organic
acct_001199,2024-03-04T20:54:00+00:00,2024-03-01,free,LATAM,paid_search
acct_001200,2024-01-16T09:00:00+00:00,2024-01-01,free,NA,paid_search
acct_001201,2024-02-23T18:37:00+00:00,2024-02-01,free,APAC,direct
acct_001202,2024-08-23T10:13:00+00:00,2024-08-01,free,EU,partner
acct_001203,2024-09-15T14:15:00+00:00,2024-09-01,free,EU,organic
acct_001204,2024-03-23T15:39:00+00:00,2024-03-01,free,NA,partner
acct_001205,2024-06-14T08:35:00+00:00,2024-06-01,free,EU,paid_search
acct_001206,2024-02-17T09:39:00+00:00,2024-02-01,free,APAC,paid_search
acct_001207,2024-08-25T18:42:00+00:00,2024-08-01,free,EU,partner
acct_001208,2024-01-07T09:50:00+00:00,2024-01-01,free,EU,direct
acct_001209,2024-08-06T10:42:00+00:00,2024-08-01,free,NA,organic
acct_001210,2024-06-10T11:27:00+00:00,2024-06-01,free,APAC,partner
acct_001211,2024-08-02T09:47:00+00:00,2024-08-01,free,NA,paid_search
acct_001212,2024-03-01T15:32:00+00:00,2024-03-01,free,NA,organic
acct_001213,2024-04-24T15:37:00+00:00,2024-04-01,free,APAC,direct
acct_001214,2024-04-24T18:57:00+00:00,2024-04-01,free,APAC,paid_search
acct_001215,2024-02-11T11:06:00+00:00,2024-02-01,free,EU,direct
acct_001216,2024-04-13T11:04:00+00:00,2024-04-01,free,LATAM,direct
acct_001217,2024-01-14T10:13:00+00:00,2024-01-01,free,LATAM,paid_search
acct_001218,2024-07-12T10:29:00+00:00,2024-07-01,free,EU,partner
acct_001219,2024-05-07T13:08:00+00:00,2024-05-01,free,NA,organic
acct_001220,2024-05-05T09:54:00+00:00,2024-05-01,free,LATAM,direct
acct_001221,2024-07-06T20:21:00+00:00,2024-07-01,free,EU,partner
acct_001222,2024-03-21T17:57:00+00:00,2024-03-01,free,EU,paid_search
acct_001223,2024-02-14T16:31:00+00:00,2024-02-01,free,EU,direct
acct_001224,2024-08-09T08:46:00+00:00,2024-08-01,free,LATAM,paid_search
acct_001225,2024-04-11T14:37:00+00:00,2024-04-01,free,EU,paid_search
acct_001226,2024-01-14T08:02:00+00:00,2024-01-01,free,LATAM,organic
acct_001227,2024-07-17T14:30:00+00:00,2024-07-01,free,NA,direct
acct_001228,2024-08-08T09:35:00+00:00,2024-08-01,free,NA,direct
acct_001229,2024-04-05T13:18:00+00:00,2024-04-01,free,EU,organic
acct_001230,2024-01-16T18:19:00+00:00,2024-01-01,free,EU,direct
acct_001231,2024-01-15T15:49:00+00:00,2024-01-01,free,EU,direct
acct_001232,2024-03-12T18:29:00+00:00,2024-03-01,free,NA,organic
acct_001233,2024-07-23T13:33:00+00:00,2024-07-01,free,NA,partner
acct_001234,2024-07-25T12:44:00+00:00,2024-07-01,free,EU,organic
acct_001235,2024-06-24T08:32:00+00:00,2024-06-01,free,APAC,organic
acct_001236,2024-02-13T13:29:00+00:00,2024-02-01,free,NA,partner
acct_001237,2024-06-06T18:35:00+00:00,2024-06-01,free,NA,paid_search
acct_001238,2024-03-11T11:34:00+00:00,2024-03-01,free,NA,direct
acct_001239,2024-04-25T19:48:00+00:00,2024-04-01,free,EU,partner
acct_001240,2024-06-09T16:43:00+00:00,2024-06-01,free,LATAM,partner
acct_001241,2024-01-03T13:22:00+00:00,2024-01-01,free,LATAM,direct
acct_001242,2024-09-17T09:30:00+00:00,2024-09-01,free,APAC,direct
acct_001243,2024-06-22T19:51:00+00:00,2024-06-01,free,NA,paid_search
acct_001244,2024-08-03T09:25:00+00:00,2024-08-01,free,EU,partner
acct_001245,2024-02-04T10:17:00+00:00,2024-02-01,free,NA,paid_search
acct_001246,2024-08-05T11:33:00+00:00,2024-08-01,free,NA,partner
acct_001247,2024-07-22T16:59:00+00:00,2024-07-01,free,EU,direct
acct_001248,2024-06-14T15:47:00+00:00,2024-06-01,free,NA,partner
acct_001249,2024-04-03T08:55:00+00:00,2024-04-01,free,EU,partner
acct_001250,2024-07-19T13:41:00+00:00,2024-07-01,free,APAC,direct
acct_001251,2024-09-18T15:29:00+00:00,2024-09-01,free,APAC,paid_search
acct_001252,2024-05-06T20:16:00+00:00,2024-05-01,free,EU,direct
acct_001253,2024-06-10T20:54:00+00:00,2024-06-01,free,NA,paid_search
acct_001254,2024-06-10T15:10:00+00:00,2024-06-01,free,EU,partner
acct_001255,2024-03-06T19:44:00+00:00,2024-03-01,free,EU,paid_search
acct_001256,2024-04-04T08:20:00+00:00,2024-04-01,free,EU,direct
acct_001257,2024-05-12T10:13:00+00:00,2024-05-01,free,NA,partner
acct_001258,2024-06-05T13:28:00+00:00,2024-06-01,free,EU,partner
acct_001259,2024-02-01T14:59:00+00:00,2024-02-01,free,LATAM,paid_search
acct_001260,2024-08-11T10:00:00+00:00,2024-08-01,free,APAC,partner
acct_001261,2024-08-10T20:36:00+00:00,2024-08-01,free,EU,direct
acct_001262,2024-06-23T09:46:00+00:00,2024-06-01,free,LATAM,organic
acct_001263,2024-03-22T16:07:00+00:00,2024-03-01,free,APAC,organic
acct_001264,2024-07-20T11:28:00+00:00,2024-07-01,free,APAC,organic
acct_001265,2024-06-02T17:41:00+00:00,2024-06-01,free,EU,paid_search
acct_001266,2024-05-07T08:05:00+00:00,2024-05-01,free,LATAM,organic
acct_001267,2024-09-13T11:31:00+00:00,2024-09-01,free,APAC,organic
acct_001268,2024-06-13T10:45:00+00:00,2024-06-01,free,LATAM,partner
acct_001269,2024-07-12T08:18:00+00:00,2024-07-01,free,APAC,partner
acct_001270,2024-05-15T16:05:00+00:00,2024-05-01,free,EU,direct
acct_001271,2024-07-15T12:10:00+00:00,2024-07-01,free,LATAM,direct
acct_001272,2024-03-19T17:05:00+00:00,2024-03-01,free,EU,paid_search
acct_001273,2024-05-16T16:21:00+00:00,2024-05-01,free,NA,direct
acct_001274,2024-02-01T14:40:00+00:00,2024-02-01,free,APAC,direct
acct_001275,2024-03-18T15:45:00+00:00,2024-03-01,free,EU,paid_search
acct_001276,2024-03-13T12:35:00+00:00,2024-03-01,free,LATAM,organic
acct_001277,2024-05-19T12:31:00+00:00,2024-05-01,free,LATAM,paid_search
acct_001278,2024-01-01T10:16:00+00:00,2024-01-01,free,APAC,direct
acct_001279,2024-02-21T18:57:00+00:00,2024-02-01,free,APAC,direct
acct_001280,2024-03-16T19:41:00+00:00,2024-03-01,free,EU,organic
acct_001281,2024-02-25T12:31:00+00:00,2024-02-01,free,NA,partner
acct_001282,2024-08-19T14:55:00+00:00,2024-08-01,free,APAC,direct
acct_001283,2024-02-12T16:46:00+00:00,2024-02-01,free,NA,partner
acct_001284,2024-03-19T08:09:00+00:00,2024-03-01,free,APAC,direct
acct_001285,2024-03-12T10:03:00+00:00,2024-03-01,free,APAC,partner
acct_001286,2024-07-21T13:03:00+00:00,2024-07-01,free,APAC,partner
acct_001287,2024-09-21T09:32:00+00:00,2024-09-01,free,EU,paid_search
acct_001288,2024-02-20T20:10:00+00:00,2024-02-01,free,APAC,partner
acct_001289,2024-05-09T18:44:00+00:00,2024-05-01,free,APAC,organic
acct_001290,2024-09-19T13:52:00+00:00,2024-09-01,free,EU,organic
acct_001291,2024-03-17T12:23:00+00:00,2024-03-01,free,LATAM,direct
acct_001292,2024-06-06T09:13:00+00:00,2024-06-01,free,EU,paid_search
acct_001293,2024-04-18T17:44:00+00:00,2024-04-01,free,NA,direct
acct_001294,2024-08-03T09:52:00+00:00,2024-08-01,free,EU,organic
acct_001295,2024-08-12T12:44:00+00:00,2024-08-01,free,APAC,paid_search
acct_001296,2024-08-20T16:48:00+00:00,2024-08-01,free,APAC,paid_search
acct_001297,2024-05-01T19:52:00+00:00,2024-05-01,free,NA,paid_search
acct_001298,2024-03-23T10:44:00+00:00,2024-03-01,free,EU,partner
acct_001299,2024-03-07T10:05:00+00:00,2024-03-01,free,LATAM,organic
acct_001300,2024-02-01T20:30:00+00:00,2024-02-01,free,LATAM,organic
acct_001301,2024-04-04T08:50:00+00:00,2024-04-01,free,NA,direct
acct_001302,2024-02-09T08:04:00+00:00,2024-02-01,free,APAC,organic
acct_001303,2024-02-04T17:13:00+00:00,2024-02-01,free,EU,paid_search
acct_001304,2024-06-01T09:09:00+00:00,2024-06-01,free,APAC,partner
acct_001305,2024-06-06T16:49:00+00:00,2024-06-01,free,EU,organic
acct_001306,2024-02-19T20:00:00+00:00,2024-02-01,free,EU,paid_search
acct_001307,2024-05-06T20:34:00+00:00,2024-05-01,free,NA,organic
acct_001308,2024-04-17T19:30:00+00:00,2024-04-01,free,APAC,paid_search
acct_001309,2024-08-22T09:11:00+00:00,2024-08-01,free,APAC,direct
acct_001310,2024-07-07T16:14:00+00:00,2024-07-01,free,LATAM,organic
acct_001311,2024-06-04T15:07:00+00:00,2024-06-01,free,EU,direct
acct_001312,2024-06-23T12:35:00+00:00,2024-06-01,free,NA,organic
acct_001313,2024-06-16T09:24:00+00:00,2024-06-01,free,APAC,direct
acct_001314,2024-05-22T15:14:00+00:00,2024-05-01,free,LATAM,partner
acct_001315,2024-07-07T09:57:00+00:00,2024-07-01,free,LATAM,partner
acct_001316,2024-03-01T18:31:00+00:00,2024-03-01,free,NA,direct
acct_001317,2024-08-17T18:43:00+00:00,2024-08-01,free,NA,organic
acct_001318,2024-03-13T14:44:00+00:00,2024-03-01,free,NA,paid_search
acct_001319,2024-02-12T11:21:00+00:00,2024-02-01,free,EU,direct
acct_001320,2024-02-08T14:46:00+00:00,2024-02-01,free,LATAM,partner
acct_001321,2024-05-25T20:51:00+00:00,2024-05-01,free,LATAM,partner
acct_001322,2024-08-22T17:25:00+00:00,2024-08-01,free,LATAM,partner
acct_001323,2024-03-25T15:06:00+00:00,2024-03-01,free,NA,partner
acct_001324,2024-08-16T11:40:00+00:00,2024-08-01,free,EU,organic
acct_001325,2024-02-24T08:53:00+00:00,2024-02-01,free,NA,direct
acct_001326,2024-01-06T14:38:00+00:00,2024-01-01,free,APAC,paid_search
acct_001327,2024-05-20T17:06:00+00:00,2024-05-01,free,NA,direct
acct_001328,2024-08-07T12:42:00+00:00,2024-08-01,free,LATAM,direct
acct_001329,2024-09-09T16:21:00+00:00,2024-09-01,free,NA,organic
acct_001330,2024-07-04T14:28:00+00:00,2024-07-01,free,APAC,direct
acct_001331,2024-08-15T08:02:00+00:00,2024-08-01,free,EU,partner
acct_001332,2024-03-16T14:08:00+00:00,2024-03-01,free,APAC,direct
acct_001333,2024-08-25T09:36:00+00:00,2024-08-01,free,LATAM,direct
acct_001334,2024-08-18T10:32:00+00:00,2024-08-01,free,NA,direct
acct_001335,2024-05-16T17:24:00+00:00,2024-05-01,free,APAC,partner
acct_001336,2024-06-02T08:37:00+00:00,2024-06-01,free,NA,paid_search
acct_001337,2024-06-12T20:47:00+00:00,2024-06-01,free,NA,partner
acct_001338,2024-07-04T14:22:00+00:00,2024-07-01,free,APAC,direct
acct_001339,2024-06-02T18:15:00+00:00,2024-06-01,free,EU,paid_search
acct_001340,2024-05-19T09:58:00+00:00,2024-05-01,free,NA,partner
acct_001341,2024-02-11T10:01:00+00:00,2024-02-01,free,APAC,organic
acct_001342,2024-08-22T14:36:00+00:00,2024-08-01,free,LATAM,partner
acct_001343,2024-01-23T15:37:00+00:00,2024-01-01,free,NA,partner
acct_001344,2024-07-19T14:20:00+00:00,2024-07-01,free,NA,direct
acct_001345,2024-02-23T18:13:00+00:00,2024-02-01,free,APAC,direct
acct_001346,2024-09-25T18:21:00+00:00,2024-09-01,free,EU,partner
acct_001347,2024-06-14T11:31:00+00:00,2024-06-01,free,NA,paid_search
acct_001348,2024-05-09T08:19:00+00:00,2024-05-01,free,LATAM,paid_search
acct_001349,2024-02-23T17:06:00+00:00,2024-02-01,free,APAC,partner
acct_001350,2024-02-19T20:33:00+00:00,2024-02-01,free,LATAM,direct
acct_001351,2024-04-12T20:04:00+00:00,2024-04-01,free,APAC,partner
acct_001352,2024-07-22T16:20:00+00:00,2024-07-01,free,EU,direct
acct_001353,2024-07-09T17:32:00+00:00,2024-07-01,free,LATAM,paid_search
acct_001354,2024-01-21T19:33:00+00:00,2024-01-01,free,EU,direct
acct_001355,2024-04-22T19:29:00+00:00,2024-04-01,free,APAC,direct
acct_001356,2024-01-17T11:23:00+00:00,2024-01-01,free,LATAM,paid_search
acct_001357,2024-04-05T19:43:00+00:00,2024-04-01,free,APAC,direct
acct_001358,2024-07-11T09:40:00+00:00,2024-07-01,free,EU,direct
acct_001359,2024-05-10T18:10:00+00:00,2024-05-01,free,APAC,paid_search
acct_001360,2024-07-08T09:09:00+00:00,2024-07-01,free,EU,organic
acct_001361,2024-04-10T15:31:00+00:00,2024-04-01,free,LATAM,direct
acct_001362,2024-01-07T10:17:00+00:00,2024-01-01,free,EU,organic
acct_001363,2024-05-09T18:35:00+00:00,2024-05-01,free,EU,organic
acct_001364,2024-08-01T08:55:00+00:00,2024-08-01,free,NA,partner
acct_001365,2024-05-03T14:57:00+00:00,2024-05-01,free,APAC,organic
acct_001366,2024-07-24T10:15:00+00:00,2024-07-01,free,NA,organic
acct_001367,2024-09-22T17:49:00+00:00,2024-09-01,free,APAC,direct
acct_001368,2024-02-08T17:07:00+00:00,2024-02-01,free,APAC,partner
acct_001369,2024-07-24T19:15:00+00:00,2024-07-01,free,LATAM,paid_search
acct_001370,2024-03-04T10:13:00+00:00,2024-03-01,free,APAC,direct
acct_001371,2024-07-09T17:03:00+00:00,2024-07-01,free,LATAM,partner
acct_001372,2024-02-11T16:27:00+00:00,2024-02-01,free,LATAM,paid_search
acct_001373,2024-05-05T13:30:00+00:00,2024-05-01,free,APAC,partner
acct_001374,2024-01-21T17:02:00+00:00,2024-01-01,free,NA,paid_search
acct_001375,2024-05-18T14:19:00+00:00,2024-05-01,free,APAC,organic
acct_001376,2024-09-08T15:24:00+00:00,2024-09-01,free,NA,direct
acct_001377,2024-05-10T09:59:00+00:00,2024-05-01,free,EU,partner
acct_001378,2024-04-06T15:40:00+00:00,2024-04-01,free,APAC,direct
acct_001379,2024-01-09T09:52:00+00:00,2024-01-01,free,LATAM,direct
acct_001380,2024-07-11T19:27:00+00:00,2024-07-01,free,NA,paid_search
acct_001381,2024-05-17T09:22:00+00:00,2024-05-01,free,LATAM,partner
acct_001382,2024-08-23T08:48:00+00:00,2024-08-01,free,NA,paid_search
acct_001383,2024-08-21T10:00:00+00:00,2024-08-01,free,LATAM,paid_search
acct_001384,2024-05-11T17:05:00+00:00,2024-05-01,free,NA,paid_search
acct_001385,2024-04-17T19:49:00+00:00,2024-04-01,free,EU,direct
acct_001386,2024-06-15T15:55:00+00:00,2024-06-01,free,EU,partner
acct_001387,2024-03-22T17:52:00+00:00,2024-03-01,free,APAC,partner
acct_001388,2024-04-03T14:23:00+00:00,2024-04-01,free,EU,direct
acct_001389,2024-07-19T11:01:00+00:00,2024-07-01,free,NA,paid_search
acct_001390,2024-02-15T11:16:00+00:00,2024-02-01,free,EU,organic
acct_001391,2024-07-20T14:38:00+00:00,2024-07-01,free,APAC,paid_search
acct_001392,2024-02-12T10:36:00+00:00,2024-02-01,free,NA,organic
acct_001393,2024-09-14T20:58:00+00:00,2024-09-01,free,LATAM,direct
acct_001394,2024-02-08T19:13:00+00:00,2024-02-01,free,EU,partner
acct_001395,2024-05-24T15:24:00+00:00,2024-05-01,free,EU,direct
acct_001396,2024-04-20T11:52:00+00:00,2024-04-01,free,APAC,paid_search
acct_001397,2024-07-06T14:50:00+00:00,2024-07-01,free,EU,organic
acct_001398,2024-05-09T11:39:00+00:00,2024-05-01,free,LATAM,paid_search
acct_001399,2024-06-19T18:41:00+00:00,2024-06-01,free,LATAM,organic
acct_001400,2024-01-16T10:55:00+00:00,2024-01-01,free,APAC,direct
acct_001401,2024-04-23T14:45:00+00:00,2024-04-01,free,LATAM,partner
acct_001402,2024-02-04T16:03:00+00:00,2024-02-01,free,NA,partner
acct_001403,2024-04-16T13:38:00+00:00,2024-04-01,free,NA,organic
acct_001404,2024-05-17T17:24:00+00:00,2024-05-01,free,APAC,direct
acct_001405,2024-06-05T16:02:00+00:00,2024-06-01,free,EU,partner
acct_001406,2024-03-17T15:59:00+00:00,2024-03-01,free,APAC,direct
acct_001407,2024-03-03T13:45:00+00:00,2024-03-01,free,LATAM,paid_search
acct_001408,2024-05-04T13:02:00+00:00,2024-05-01,free,EU,direct
acct_001409,2024-05-24T13:59:00+00:00,2024-05-01,free,LATAM,partner
acct_001410,2024-05-20T20:59:00+00:00,2024-05-01,free,APAC,partner
acct_001411,2024-07-06T13:47:00+00:00,2024-07-01,free,LATAM,paid_search
acct_001412,2024-09-22T18:51:00+00:00,2024-09-01,free,LATAM,organic
acct_001413,2024-04-05T08:14:00+00:00,2024-04-01,free,EU,organic
acct_001414,2024-08-09T10:45:00+00:00,2024-08-01,free,LATAM,direct
acct_001415,2024-02-16T08:28:00+00:00,2024-02-01,free,APAC,direct
acct_001416,2024-08-16T09:54:00+00:00,2024-08-01,free,EU,organic
acct_001417,2024-06-03T11:55:00+00:00,2024-06-01,free,APAC,paid_search
acct_001418,2024-03-24T16:52:00+00:00,2024-03-01,free,APAC,paid_search
acct_001419,2024-01-17T20:36:00+00:00,2024-01-01,free,EU,direct
